ID;ILLUM;HUMID;CO2;SOUND;TEMP;RYTHM
1070;378.51;59.67;480.55;31.04;21.01;82.48
1071;466.65;74.91;537.24;17.46;20.04;80.0
1072;476.59;64.44;571.12;28.67;21.7;84.24
1073;347.95;64.49;457.08;33.34;18.46;75.84
1074;437.27;58.23;534.7;31.33;22.93;78.41
1075;455.41;71.58;484.8;30.08;20.96;84.34
1076;586.82;62.72;461.35;20.83;20.75;73.58
1077;568.72;67.74;569.78;31.73;19.5;105.92
1078;380.17;67.94;431.03;30.5;19.4;72.53
1079;386.51;70.86;510.84;34.42;17.86;81.49
1080;323.41;70.95;490.16;22.79;20.37;71.87
1081;354.85;71.56;524.42;18.77;18.89;77.44
1082;543.94;68.93;478.04;31.34;21.13;78.45
1083;589.56;72.43;477.7;38.54;20.72;87.97
1084;449.64;60.57;435.77;27.03;22.5;88.69
1085;454.48;75.77;486.5;22.09;22.26;88.02
1086;409.04;66.15;463.44;32.17;17.33;71.7
1087;432.79;63.33;530.43;26.52;20.94;84.37
1088;455.5;65.42;473.95;24.28;21.68;67.07
1089;248.56;65.28;515.16;24.89;21.47;71.86
1090;279.62;69.62;495.49;28.89;21.08;72.98
1091;277.19;71.06;524.36;31.53;19.85;80.7
1092;558.54;64.25;451.33;22.7;21.54;82.39
1093;501.61;64.93;563.38;34.76;19.81;78.8
1094;538.65;66.21;460.01;34.13;19.11;75.55
1095;407.77;69.94;527.8;25.83;20.81;84.17
1096;383.81;65.88;585.66;26.38;20.97;81.1
1097;500.31;68.08;537.61;27.72;20.71;95.05
1098;462.27;64.44;472.31;24.45;21.31;73.31
1099;522.01;75.69;566.1;24.34;18.66;74.17
1100;460.76;72.68;500.09;17.34;20.44;90.83
1101;431.21;66.67;503.31;30.23;20.11;81.99
1102;392.26;65.03;525.45;32.46;20.54;77.45
1103;547.85;62.21;469.22;29.01;21.46;75.94
1104;416.23;70.13;502.9;30.37;21.27;78.07
1105;284.77;57.97;468.7;24.82;16.95;64.41
1106;396.16;65.51;537.0;38.21;19.27;78.4
1107;426.53;59.86;535.34;31.67;18.83;77.32
1108;528.92;69.51;464.22;38.31;19.47;78.1
1109;394.07;68.97;502.95;29.52;19.71;87.65
1110;488.69;62.89;469.47;38.52;21.25;86.84
1111;611.68;69.95;430.92;28.38;19.87;72.92
1112;401.41;61.56;491.67;31.8;20.15;89.73
1113;427.54;71.98;484.58;34.25;21.85;83.12
1114;407.9;68.89;549.67;30.98;17.25;85.64
1115;424.84;61.41;385.94;25.04;20.77;83.66
1116;446.04;74.59;593.95;36.65;16.99;84.94
1117;486.56;64.58;612.48;37.99;19.45;80.07
1118;290.24;65.08;474.47;25.79;22.28;83.87
1119;400.12;62.83;454.86;31.6;20.11;73.53
1120;483.66;76.07;573.44;22.93;16.0;87.63
1121;576.44;61.57;540.01;27.76;21.03;96.33
1122;536.11;65.49;444.73;29.53;21.29;78.1
1123;449.36;67.96;507.2;22.94;19.48;78.04
1124;389.75;68.26;551.72;20.52;20.74;83.48
1125;575.21;65.41;486.44;28.63;19.39;82.81
1126;370.01;60.63;475.72;32.9;20.92;82.23
1127;464.0;67.18;414.9;15.96;22.97;85.18
1128;406.93;69.25;535.56;29.85;18.38;80.5
1129;366.17;67.4;500.48;21.57;22.28;74.24
1130;350.01;64.47;481.97;23.61;17.66;81.02
1131;445.47;64.08;516.55;31.88;19.41;83.32
1132;470.75;65.94;513.63;41.71;22.22;91.96
1133;431.01;72.22;472.38;35.71;18.18;76.88
1134;337.9;68.28;486.77;29.65;22.56;84.35
1135;496.72;72.4;458.7;27.26;20.73;69.24
1136;448.12;65.68;512.55;24.27;18.18;77.16
1137;508.69;62.44;596.18;29.59;18.93;82.72
1138;500.03;75.22;498.59;20.73;15.58;73.45
1139;395.3;72.13;466.26;24.43;20.09;70.84
1140;396.57;57.22;457.23;34.31;21.12;71.46
1141;591.75;68.63;475.53;27.81;17.24;77.72
1142;259.17;58.08;486.64;28.73;22.35;72.16
1143;277.3;67.17;531.38;33.93;19.93;73.05
1144;501.07;64.41;465.28;23.66;18.96;77.0
1145;417.22;67.43;523.73;24.91;22.04;87.72
1146;444.73;80.33;504.01;20.47;20.91;78.05
1147;628.93;61.69;457.78;35.14;18.76;73.54
1148;534.49;63.83;458.48;27.93;18.74;82.91
1149;355.47;63.58;439.84;31.29;20.29;80.99
1150;629.48;64.05;436.24;43.71;21.76;77.89
1151;285.35;69.86;530.76;27.48;20.63;70.72
1152;300.94;63.96;581.2;26.84;23.67;85.42
1153;417.48;66.71;540.36;38.77;20.23;88.32
1154;417.72;63.56;461.55;17.28;20.86;83.13
1155;504.64;74.26;554.13;26.7;18.07;74.58
1156;414.91;68.13;503.6;38.71;20.21;76.21
1157;348.37;62.79;486.0;31.9;18.54;79.08
1158;484.06;68.83;499.7;35.29;19.41;85.73
1159;374.32;67.55;482.19;27.21;21.34;85.75
1160;241.01;73.04;539.61;25.51;18.99;81.43
1161;453.11;67.92;524.43;31.77;19.94;75.49
1162;371.14;66.19;454.72;23.55;21.59;72.32
1163;466.95;61.31;542.12;28.05;19.69;80.58
1164;506.5;65.67;423.25;19.73;20.12;69.1
1165;355.26;69.09;558.24;23.69;21.49;85.31
1166;420.31;67.21;511.79;23.36;20.62;71.37
1167;532.51;73.5;515.29;31.09;17.25;69.27
1168;356.16;70.0;541.42;24.36;20.98;86.93
1169;293.34;64.83;514.96;32.47;18.73;70.35
1170;351.59;66.35;498.14;28.06;20.61;83.93
1171;361.11;69.61;546.64;31.52;18.43;78.36
1172;352.66;62.57;486.74;31.33;22.3;81.61
1173;547.4;62.2;424.34;32.26;19.42;73.85
1174;453.77;60.12;441.36;29.87;20.84;66.12
1175;554.47;64.91;456.24;30.82;20.84;88.44
1176;476.52;64.33;463.84;27.45;18.72;80.22
1177;601.11;79.17;492.29;30.2;20.1;73.38
1178;414.09;66.33;484.42;31.19;20.69;82.47
1179;396.77;63.38;478.84;35.0;18.14;72.0
1180;421.32;65.83;550.04;34.66;19.91;81.11
1181;656.05;59.09;466.63;30.74;19.91;80.86
1182;390.44;67.74;493.74;29.85;21.69;85.28
1183;531.86;70.14;540.98;25.87;20.62;79.99
1184;546.69;63.51;513.31;34.48;23.59;91.22
1185;520.88;75.16;434.23;24.76;18.76;82.88
1186;396.76;67.01;561.32;27.56;19.41;84.13
1187;503.82;69.88;417.42;29.85;19.25;73.71
1188;498.47;66.44;460.09;33.91;20.88;82.22
1189;242.6;60.85;493.27;31.17;23.57;81.9
1190;397.55;67.2;572.68;33.85;18.76;77.07
1191;581.92;62.25;440.41;29.41;18.67;72.11
1192;430.62;73.28;498.96;24.97;19.51;80.24
1193;409.93;68.57;508.31;29.53;21.47;95.83
1194;434.24;64.75;499.06;22.63;20.07;73.08
1195;427.66;72.53;515.73;37.22;19.17;79.17
1196;546.92;69.28;499.11;27.21;19.48;74.99
1197;402.38;76.13;530.43;34.09;19.33;76.09
1198;458.87;58.62;425.99;40.72;18.58;76.05
1199;607.47;67.64;507.47;32.37;18.41;80.72
1200;310.07;74.54;463.22;33.69;19.99;82.5
1201;512.31;62.48;470.86;38.69;18.96;77.93
1202;560.4;72.32;583.12;29.03;20.03;87.63
1203;530.14;63.36;557.28;35.07;23.66;95.09
1204;432.17;68.69;533.93;28.77;22.21;84.59
1205;466.71;61.28;528.16;27.84;21.68;76.23
1206;446.09;79.56;515.37;21.27;21.08;75.01
1207;612.63;63.6;402.51;34.57;20.9;71.84
1208;417.01;62.41;447.62;36.04;23.38;90.77
1209;431.58;75.15;496.76;33.49;16.58;69.73
1210;486.73;61.67;564.55;28.62;17.43;78.87
1211;369.41;61.82;460.6;31.13;20.05;86.04
1212;495.03;70.54;520.91;27.52;19.26;78.46
1213;516.52;63.42;510.95;27.2;19.6;74.94
1214;211.51;61.97;515.03;36.86;19.02;79.71
1215;542.36;67.32;486.29;29.58;18.24;92.98
1216;376.48;63.11;490.34;29.67;20.84;72.17
1217;325.03;60.0;455.19;31.81;20.78;75.85
1218;550.56;68.47;500.85;38.24;20.16;88.04
1219;346.96;61.63;506.97;37.56;20.94;80.03
1220;656.78;73.34;436.6;31.61;18.02;75.24
1221;383.67;63.49;520.72;24.48;22.03;89.51
1222;297.21;65.48;514.85;38.35;21.88;88.69
1223;505.48;61.3;450.65;34.61;18.28;86.63
1224;382.73;73.49;432.57;36.58;18.81;79.14
1225;222.67;61.04;519.5;27.6;25.44;77.61
1226;394.37;61.43;559.79;19.88;21.72;99.13
1227;323.53;64.36;513.93;31.6;20.07;84.25
1228;502.26;59.63;487.49;22.41;19.02;74.6
1229;507.28;66.73;514.93;30.13;19.29;83.7
1230;450.87;68.99;488.49;14.23;22.87;90.04
1231;330.21;72.66;543.54;22.18;19.4;78.89
1232;423.05;63.2;521.17;21.04;18.12;84.85
1233;277.64;74.02;532.36;30.74;20.48;77.67
1234;327.9;66.99;509.15;29.04;22.64;87.2
1235;596.89;65.66;449.04;39.68;21.21;91.06
1236;332.28;70.03;539.08;23.67;19.64;73.33
1237;506.79;67.2;447.55;37.45;19.56;85.18
1238;379.63;68.79;510.0;44.2;19.9;78.35
1239;517.51;65.92;502.16;39.49;17.76;70.21
1240;367.67;67.4;419.14;17.5;19.32;73.99
1241;355.4;66.1;506.75;26.81;21.9;79.05
1242;324.56;74.71;547.89;26.18;20.08;79.45
1243;387.92;69.91;564.72;24.16;21.88;89.53
1244;388.23;70.32;515.57;20.23;19.0;79.52
1245;457.53;67.66;521.95;34.89;20.39;79.41
1246;469.25;69.18;478.06;33.25;19.16;82.29
1247;561.37;75.33;511.68;35.09;18.25;81.44
1248;462.67;63.26;477.88;45.61;18.48;92.94
1249;408.61;66.79;501.54;40.04;17.35;76.12
1250;562.97;71.46;531.06;24.45;18.43;83.97
1251;444.38;61.39;467.19;28.03;21.51;70.01
1252;454.61;59.62;459.34;32.26;20.3;87.41
1253;424.75;77.25;544.47;30.55;21.01;74.45
1254;485.24;68.3;498.11;28.24;19.99;76.8
1255;347.87;61.77;495.36;24.23;21.86;83.33
1256;493.02;71.54;454.19;32.05;23.65;89.9
1257;606.96;60.74;496.36;42.58;22.43;86.05
1258;445.46;69.61;476.16;28.33;21.71;74.86
1259;410.89;67.53;476.54;30.78;20.17;73.59
1260;481.42;62.38;488.57;35.27;20.63;88.99
1261;530.17;60.27;465.77;28.88;19.77;68.33
1262;473.1;72.99;563.3;22.03;17.34;82.0
1263;333.27;63.95;514.01;27.34;18.34;89.29
1264;572.46;59.9;523.84;18.27;21.43;73.19
1265;510.15;63.45;571.14;36.43;18.31;85.49
1266;493.34;61.24;499.7;37.8;21.25;88.61
1267;412.38;64.45;452.45;44.23;18.55;80.16
1268;413.66;61.9;475.83;27.27;19.49;84.39
1269;366.74;61.08;451.6;30.03;20.81;77.53
1270;527.64;63.12;489.55;23.86;19.28;70.03
1271;523.63;81.7;460.07;27.54;18.94;87.52
1272;418.01;63.47;510.44;35.02;22.06;70.81
1273;416.7;65.89;525.18;31.63;22.72;79.74
1274;473.01;65.27;506.47;36.63;19.19;75.65
1275;516.1;71.7;508.77;26.88;21.41;81.77
1276;563.14;65.59;548.19;24.9;22.62;87.0
1277;317.73;70.13;515.14;29.17;18.67;92.29
1278;534.66;67.79;548.47;30.77;21.54;84.38
1279;367.53;74.23;531.13;18.07;17.95;74.42
1280;560.96;61.23;490.43;26.28;20.21;74.67
1281;303.34;72.14;536.42;14.77;21.86;79.83
1282;575.21;70.69;530.44;36.92;19.38;85.62
1283;474.07;65.14;528.56;41.54;21.51;90.49
1284;341.44;63.8;575.21;35.72;18.6;82.89
1285;426.77;69.27;492.18;29.73;20.74;79.94
1286;488.55;67.64;467.03;28.4;20.69;82.13
1287;461.65;69.49;596.13;27.14;17.76;68.71
1288;459.64;72.71;379.53;30.38;19.35;77.56
1289;411.59;80.26;584.47;35.23;19.21;74.53
1290;339.05;68.67;564.21;25.75;19.02;80.26
1291;437.17;70.2;487.29;23.77;20.23;73.15
1292;535.4;66.85;451.11;28.21;18.2;75.73
1293;377.06;66.31;424.12;21.13;18.17;76.09
1294;568.32;72.43;546.43;40.37;20.06;88.51
1295;455.65;67.31;513.37;28.48;20.81;76.42
1296;374.94;65.91;406.67;25.05;23.39;88.53
1297;305.89;63.94;464.95;26.88;20.0;68.64
1298;363.25;70.84;488.14;29.4;22.08;77.98
1299;483.08;64.03;431.68;30.0;20.64;70.57
1300;439.18;59.06;571.76;32.33;20.15;81.47
1301;300.71;69.8;552.05;27.11;21.63;92.64
1302;361.17;63.5;498.53;32.49;19.75;90.03
1303;421.45;65.62;525.8;22.66;21.64;83.72
1304;519.74;64.53;428.78;35.24;17.93;82.96
1305;363.28;70.48;491.01;26.86;19.47;69.26
1306;417.63;61.51;468.47;27.21;17.07;69.51
1307;525.34;64.77;429.38;29.51;20.44;78.21
1308;431.97;67.91;516.51;29.32;20.81;67.3
1309;408.8;67.6;446.9;29.1;22.45;75.54
1310;292.45;70.08;450.32;32.22;20.65;76.59
1311;529.26;66.35;472.21;28.28;19.29;64.39
1312;452.4;61.04;477.92;36.62;21.4;81.93
1313;439.5;72.98;502.15;24.7;17.42;74.51
1314;631.22;62.83;484.01;26.32;19.57;85.17
1315;437.34;60.47;533.39;35.27;20.32;69.43
1316;550.38;69.7;554.95;26.81;22.21;88.3
1317;434.76;66.45;544.51;36.38;18.9;75.95
1318;330.12;61.41;521.19;27.48;20.34;83.42
1319;388.28;76.67;551.84;28.6;19.9;71.58
1320;323.46;78.65;468.46;33.48;19.71;86.32
1321;579.05;64.51;541.63;37.34;21.04;91.48
1322;434.96;58.61;514.8;32.82;19.17;87.26
1323;428.63;64.55;543.31;31.49;18.21;88.64
1324;363.68;71.59;531.11;27.87;21.15;76.02
1325;471.21;76.9;549.87;20.09;16.99;77.58
1326;311.66;67.08;551.81;22.49;23.98;100.91
1327;490.15;70.62;500.55;28.06;20.18;86.29
1328;372.66;64.5;469.17;29.02;22.32;73.56
1329;282.32;63.55;504.6;27.65;24.27;87.39
1330;430.08;60.31;429.54;36.6;19.29;79.04
1331;206.66;63.19;532.8;24.3;20.98;85.06
1332;370.04;66.8;515.33;21.31;20.69;82.92
1333;346.86;65.78;482.6;23.51;21.85;76.21
1334;386.63;75.17;430.84;20.51;20.53;69.46
1335;199.38;68.36;555.71;23.83;19.94;85.35
1336;408.79;62.18;453.0;35.16;21.99;88.04
1337;458.36;74.5;473.7;21.53;21.19;78.72
1338;420.98;65.01;535.8;29.78;19.8;84.12
1339;430.26;67.94;482.75;34.43;21.21;78.49
1340;646.03;71.63;492.04;31.42;19.88;91.54
1341;353.97;70.88;514.99;24.55;20.52;77.67
1342;385.95;62.3;511.42;31.04;22.28;68.48
1343;407.85;64.74;440.46;24.93;20.57;86.76
1344;379.37;64.71;468.64;27.03;20.97;80.98
1345;569.04;73.86;465.33;24.4;19.59;76.25
1346;463.67;68.66;492.89;31.48;17.95;81.32
1347;291.91;59.62;546.93;31.22;17.78;75.84
1348;475.59;62.97;444.11;28.29;21.36;83.07
1349;339.99;69.36;503.47;28.02;20.26;76.83
1350;355.4;62.9;457.37;19.39;19.32;83.93
1351;486.9;67.43;452.14;40.04;19.91;74.16
1352;511.91;59.28;474.36;39.14;21.6;79.77
1353;330.62;65.96;517.07;35.85;21.02;77.35
1354;582.63;76.84;539.35;23.29;20.62;90.42
1355;412.26;69.5;453.94;31.42;21.06;78.36
1356;397.62;70.09;468.98;22.71;19.34;74.47
1357;428.3;62.48;533.91;30.0;18.36;78.04
1358;398.55;72.82;512.45;24.54;22.5;80.94
1359;461.6;70.19;547.37;34.08;20.76;77.19
1360;401.47;62.18;452.69;30.5;20.38;74.3
1361;408.64;68.72;585.78;33.98;20.23;84.63
1362;416.12;61.5;528.44;26.33;22.04;84.86
1363;363.89;70.85;510.58;26.8;20.23;80.02
1364;499.04;64.09;438.99;35.67;18.44;73.36
1365;402.59;62.04;543.27;34.49;18.1;74.16
1366;416.56;64.8;500.81;34.47;17.01;71.41
1367;391.16;68.84;500.72;16.91;16.58;84.03
1368;458.2;63.13;523.04;28.12;19.03;78.86
1369;332.46;61.41;500.84;20.8;21.25;75.17
1370;427.66;64.12;549.23;30.44;22.04;87.28
1371;353.22;60.82;466.96;39.44;17.78;77.45
1372;331.88;73.25;505.46;40.17;15.99;74.81
1373;564.91;74.64;443.95;35.51;18.69;78.27
1374;367.85;74.04;529.6;30.43;18.46;75.94
1375;354.2;59.1;525.43;25.94;19.78;79.52
1376;433.43;69.97;502.96;42.76;17.76;77.25
1377;320.86;64.49;438.71;35.86;20.95;78.74
1378;376.44;80.73;558.32;19.58;20.75;81.03
1379;463.27;64.62;487.57;36.69;20.14;79.79
1380;545.23;65.35;453.78;39.7;20.68;88.32
1381;402.17;63.88;474.91;24.89;21.96;85.48
1382;394.7;72.35;516.13;22.52;19.94;75.26
1383;274.4;61.74;496.46;27.15;21.17;74.42
1384;406.73;66.56;545.98;30.45;19.22;85.64
1385;495.67;71.69;601.05;26.24;19.34;86.1
1386;439.36;68.3;474.9;36.45;20.62;82.13
1387;329.62;66.58;504.84;33.43;20.78;82.36
1388;339.33;72.29;491.05;30.68;19.4;66.69
1389;355.96;66.52;512.06;22.57;19.42;83.68
1390;316.64;71.19;435.71;29.26;19.97;78.1
1391;529.7;74.48;552.14;19.23;16.82;75.36
1392;411.74;61.4;474.37;35.01;21.3;77.71
1393;534.2;65.82;393.85;24.28;19.49;65.84
1394;408.17;62.36;549.03;28.42;18.35;78.08
1395;326.24;64.42;474.42;25.27;19.55;70.54
1396;543.24;63.38;481.96;47.93;18.53;79.64
1397;443.02;71.94;460.71;29.29;16.3;73.83
1398;365.7;63.03;462.7;43.26;21.91;72.69
1399;451.13;60.43;508.37;36.8;19.22;75.48
1400;538.16;63.3;495.5;37.45;17.42;78.36
1401;425.54;60.81;484.24;31.78;21.33;81.07
1402;443.56;63.87;476.3;30.52;22.57;84.83
1403;534.52;60.12;555.52;31.95;18.53;89.6
1404;384.65;74.13;569.68;34.61;19.88;74.57
1405;541.47;66.9;423.74;33.3;18.79;75.5
1406;499.26;65.49;530.34;25.21;18.17;73.61
1407;416.75;68.67;534.37;29.24;19.12;74.96
1408;321.95;66.36;449.71;22.12;20.63;74.34
1409;383.89;68.58;498.47;23.06;19.87;75.9
1410;399.37;69.53;507.8;23.72;19.81;81.94
1411;513.09;78.16;538.68;14.65;21.71;81.33
1412;463.17;70.94;503.66;31.02;21.14;82.88
1413;391.38;64.18;482.37;29.66;20.74;80.67
1414;347.77;66.33;424.94;26.53;19.71;77.91
1415;430.31;72.17;508.42;34.5;20.96;93.24
1416;437.73;65.33;451.23;25.86;17.41;67.72
1417;637.29;68.65;452.1;33.07;17.21;77.36
1418;516.93;64.02;447.12;39.03;18.97;84.5
1419;461.91;57.28;506.94;32.34;19.58;79.14
1420;396.09;67.68;531.55;26.94;17.86;78.89
1421;375.88;61.13;486.31;28.44;21.63;64.75
1422;412.73;73.2;475.04;28.51;20.16;73.09
1423;409.35;66.08;476.87;40.49;18.05;76.55
1424;577.15;62.68;434.3;32.24;19.99;81.79
1425;349.69;68.64;541.83;23.89;18.55;73.83
1426;371.92;62.64;484.28;24.47;22.46;75.14
1427;437.52;70.45;510.42;22.57;21.82;81.8
1428;343.16;76.32;577.77;24.08;17.81;76.49
1429;498.08;69.09;488.73;33.31;19.64;96.06
1430;411.23;75.6;516.82;32.52;17.87;80.28
1431;456.93;74.87;493.15;26.15;22.14;79.01
1432;313.58;62.78;544.4;22.62;20.83;69.68
1433;400.59;69.14;551.16;38.93;18.76;79.03
1434;542.57;70.88;511.15;29.66;22.1;85.44
1435;459.84;65.18;503.35;33.58;19.98;84.75
1436;518.0;62.11;560.27;33.98;18.79;77.64
1437;645.6;63.68;475.21;32.92;19.16;84.63
1438;556.75;63.55;511.34;24.0;20.57;80.56
1439;435.43;74.23;567.29;24.99;16.12;73.1
1440;351.63;70.97;473.31;30.02;19.38;90.59
1441;573.03;67.68;526.35;38.84;19.24;85.45
1442;331.18;64.71;492.04;33.21;19.4;76.91
1443;459.77;60.43;551.82;29.71;18.92;75.55
1444;322.23;76.86;532.88;22.66;18.31;68.09
1445;304.78;64.14;500.0;29.43;20.49;76.14
1446;662.46;72.49;506.3;37.88;20.62;67.98
1447;370.48;71.3;516.88;28.71;20.47;74.13
1448;634.75;72.52;461.04;40.08;18.29;79.32
1449;466.59;68.63;491.01;39.04;19.24;88.63
1450;516.95;65.68;530.8;28.09;18.99;82.59
1451;482.17;54.56;451.33;28.61;17.16;69.36
1452;495.42;72.95;485.88;30.92;20.47;84.12
1453;645.28;63.76;497.43;32.61;20.34;83.69
1454;410.32;63.5;411.15;30.94;17.67;66.34
1455;385.92;63.99;477.98;26.22;19.4;80.41
1456;435.05;65.46;473.12;35.22;20.07;71.23
1457;540.49;69.74;487.45;22.43;20.28;75.79
1458;488.52;62.16;567.65;42.56;17.94;95.75
1459;488.88;65.73;376.17;35.95;19.94;69.34
1460;334.79;65.07;570.33;34.9;21.62;99.37
1461;648.59;65.7;523.71;35.35;16.83;74.66
1462;545.39;64.26;541.23;29.44;18.74;74.73
1463;274.48;66.01;484.1;30.37;21.67;80.73
1464;349.07;60.65;524.16;27.52;20.43;80.06
1465;415.43;60.57;529.19;23.14;17.79;76.01
1466;528.26;59.23;459.74;30.48;21.61;92.95
1467;502.9;76.04;516.28;12.19;19.56;73.74
1468;497.67;64.87;519.68;37.44;19.72;79.05
1469;406.39;65.31;512.38;29.0;20.66;81.18
1470;419.77;68.27;464.7;33.01;15.33;69.58
1471;502.79;66.42;442.15;34.94;19.25;63.78
1472;275.1;63.1;470.9;33.0;22.49;87.21
1473;406.92;73.82;472.65;31.04;21.12;86.0
1474;502.65;65.69;488.49;29.94;18.14;76.28
1475;413.02;70.69;482.43;26.79;19.61;79.66
1476;460.51;65.89;488.26;33.22;19.24;82.1
1477;404.52;64.82;486.81;26.36;18.5;79.25
1478;464.31;66.1;541.09;33.06;20.88;78.56
1479;225.36;67.41;495.39;28.66;21.51;73.81
1480;206.37;77.31;576.83;31.17;19.31;84.17
1481;359.22;74.14;491.83;29.95;18.44;75.57
1482;408.65;68.56;459.41;27.83;18.47;69.53
1483;427.7;55.83;475.12;32.81;18.81;64.96
1484;354.92;67.36;397.29;30.6;20.74;73.04
1485;344.82;65.74;460.26;41.71;22.01;81.42
1486;500.47;63.55;505.07;25.57;19.77;79.6
1487;598.02;64.56;478.78;23.19;22.22;86.33
1488;493.46;72.75;594.62;23.52;20.79;91.08
1489;483.55;66.38;462.96;39.27;22.95;94.64
1490;475.27;69.61;482.11;16.86;19.89;83.65
1491;541.13;67.75;530.43;28.66;21.31;84.49
1492;436.96;65.52;470.54;34.45;22.26;76.67
1493;426.49;66.33;471.71;22.64;19.74;75.07
1494;489.83;60.95;493.74;25.26;22.78;84.43
1495;546.45;70.3;462.94;27.82;18.22;77.92
1496;395.57;63.79;551.06;33.68;21.87;80.18
1497;587.31;76.48;448.0;45.7;18.15;87.95
1498;481.25;68.46;464.15;34.63;21.3;79.58
1499;378.98;64.5;470.36;31.66;21.41;80.87
1500;598.03;65.35;519.24;27.02;18.63;77.64
1501;413.57;73.62;571.63;22.63;19.11;81.26
1502;391.07;65.8;511.32;27.05;19.88;78.44
1503;319.99;74.53;471.02;23.78;18.98;77.22
1504;414.26;64.26;432.37;34.76;18.49;86.68
1505;443.73;70.37;489.18;28.95;19.33;74.98
1506;588.17;64.11;431.01;33.23;20.27;72.76
1507;580.77;66.37;540.62;36.01;20.42;82.09
1508;441.05;59.38;438.2;21.67;22.88;79.6
1509;485.84;64.92;506.52;36.52;20.21;87.32
1510;408.39;66.11;528.59;33.6;19.58;84.53
1511;468.44;67.44;444.02;23.17;18.51;57.51
1512;469.11;67.69;477.99;30.63;21.95;75.73
1513;270.35;64.65;546.77;38.1;20.88;82.59
1514;536.31;68.85;475.34;27.9;18.62;75.31
1515;565.81;69.49;529.45;30.22;22.21;90.85
1516;479.94;64.74;511.3;28.29;19.14;77.88
1517;374.09;70.39;497.74;29.32;18.78;79.92
1518;513.02;73.42;498.64;23.04;19.75;76.81
1519;376.25;74.07;572.94;35.97;19.06;78.1
1520;476.44;71.87;522.23;26.37;21.19;80.09
1521;293.6;66.14;554.61;35.19;21.97;88.04
1522;312.83;64.49;542.72;34.35;20.95;88.43
1523;418.48;64.56;446.95;39.46;19.59;79.66
1524;361.87;61.68;486.42;26.26;20.23;67.11
1525;309.97;67.41;455.52;33.66;19.59;75.91
1526;486.91;72.02;513.41;19.91;17.59;84.96
1527;524.83;60.59;466.0;35.96;20.25;74.1
1528;366.1;73.31;491.28;28.08;20.54;75.28
1529;434.46;71.54;491.14;26.17;19.6;72.48
1530;551.18;69.58;520.5;36.48;19.76;86.01
1531;378.88;69.39;494.21;26.12;20.44;72.99
1532;387.64;61.89;459.84;32.14;19.32;81.2
1533;421.65;70.99;462.37;35.24;22.38;74.84
1534;369.88;60.43;409.47;31.1;21.65;70.84
1535;452.25;74.07;428.88;26.15;23.37;79.39
1536;563.51;63.83;482.46;34.37;20.05;77.0
1537;307.75;77.72;528.7;20.93;21.79;78.07
1538;510.85;68.4;513.98;32.75;17.6;66.58
1539;484.67;62.18;469.66;33.54;20.25;76.19
1540;369.28;78.53;534.83;22.1;19.93;91.26
1541;507.07;64.43;383.05;32.03;20.36;66.91
1542;401.87;69.36;531.82;32.34;19.75;74.2
1543;308.11;59.98;474.93;40.07;20.08;82.94
1544;480.04;68.71;448.38;32.53;19.34;72.58
1545;204.71;54.26;527.85;34.76;21.72;81.77
1546;564.72;66.11;474.56;32.52;18.84;87.63
1547;503.31;73.41;581.2;21.96;18.13;81.15
1548;262.62;67.76;476.17;35.5;20.73;84.56
1549;518.52;71.39;547.45;25.47;17.73;84.47
1550;513.61;70.69;617.69;27.3;18.57;88.57
1551;487.89;70.43;491.92;27.61;20.02;93.33
1552;550.01;70.57;465.39;29.25;18.92;70.86
1553;482.82;65.67;548.08;17.89;19.92;81.44
1554;382.99;62.33;397.43;39.02;20.91;85.61
1555;251.64;70.09;522.01;35.76;19.59;78.44
1556;499.83;70.32;520.22;41.79;18.64;81.64
1557;465.16;70.88;490.54;39.83;23.28;77.93
1558;273.77;65.93;556.21;33.28;19.81;89.06
1559;367.54;77.73;672.38;26.01;17.89;82.41
1560;411.56;75.24;481.69;31.94;17.56;67.35
1561;555.61;68.31;550.08;28.35;19.7;78.14
1562;498.77;72.1;456.86;23.93;17.69;69.93
1563;378.95;74.22;517.72;20.38;21.34;78.18
1564;602.56;57.02;444.93;40.75;19.61;82.33
1565;504.99;65.37;465.79;34.53;19.35;76.54
1566;503.65;63.52;440.14;22.83;21.24;85.76
1567;508.35;62.18;478.65;24.04;18.86;81.64
1568;308.47;67.72;530.15;24.23;20.92;76.92
1569;354.79;72.69;531.67;32.1;19.65;77.39
1570;518.62;58.89;463.83;30.18;20.36;78.36
1571;323.63;74.79;559.54;19.8;22.5;81.42
1572;415.69;68.98;503.1;32.34;21.66;78.02
1573;339.62;71.6;457.06;25.01;18.03;75.02
1574;320.17;62.98;484.51;37.06;20.51;82.15
1575;475.54;61.17;544.03;31.27;23.13;79.75
1576;331.34;67.57;521.41;27.53;16.32;85.52
1577;546.49;63.34;469.86;38.75;19.1;83.08
1578;496.92;66.23;457.97;30.67;15.49;71.36
1579;459.52;70.24;528.93;29.72;19.01;84.11
1580;504.79;74.55;470.76;26.81;19.58;68.62
1581;550.15;69.21;509.83;29.91;19.51;71.76
1582;386.87;75.24;544.52;27.45;17.99;79.69
1583;346.14;64.98;478.11;44.97;19.12;78.86
1584;295.8;64.21;492.95;34.64;19.47;81.66
1585;467.53;64.26;524.12;31.13;18.89;66.51
1586;427.99;71.66;474.73;27.47;20.98;68.81
